deputado1,deputado2,peso
Paulo Foletto,Antônio Doido,1
Paulo Foletto,Clarissa Tércio,1
Paulo Foletto,Zé Neto,1
Paulo Foletto,Marcos Tavares,2
Paulo Foletto,Bruno Farias,1
Paulo Foletto,Luiz Antônio Corrêa,1
Paulo Foletto,Lázaro Botelho,1
Paulo Foletto,Da Vitoria,1
Paulo Foletto,Marco Brasil,1
Paulo Foletto,Cobalchini,2
Paulo Foletto,Luizianne Lins,1
Paulo Foletto,Castro Neto,1
Paulo Foletto,Sargento Gonçalves,1
Paulo Foletto,Carlos Chiodini,1
Paulo Foletto,Emanuel Pinheiro Neto,1
Paulo Foletto,Leônidas Cristino,1
Paulo Foletto,Rodrigo Estacho,1
Paulo Foletto,Carlos Zarattini,1
Paulo Foletto,Mario Frias,1
Paulo Foletto,Greyce Elias,1
Paulo Foletto,Paulo Guedes,1
Paulo Foletto,Prof. Reginaldo Veras,1
Paulo Foletto,Orlando Silva,1
Paulo Foletto,Reginaldo Lopes,1
Paulo Foletto,Sergio Souza,1
Paulo Foletto,Delegado Fabio Costa,3
Paulo Foletto,Pastor Diniz,1
Paulo Foletto,Henderson Pinto,1
Paulo Foletto,Lebrão,1
Paulo Foletto,Paulo Azi,1
Paulo Foletto,Clodoaldo Magalhães,1
Paulo Foletto,Rafael Prudente,1
Paulo Foletto,Ivan Valente,1
Paulo Foletto,Domingos Neto,1
Paulo Foletto,Igor Timo,1
Paulo Foletto,Delegado Ramagem,1
Paulo Foletto,Helena Lima,1
Paulo Foletto,Neto Carletto,1
Paulo Foletto,Adriano do Baldy,1
Paulo Foletto,Márcio Marinho,1
Paulo Foletto,Vinicius Gurgel,1
Paulo Foletto,Luciano Vieira,1
Paulo Foletto,Keniston Braga,1
Paulo Foletto,Silvia Cristina,1
Paulo Foletto,Luciano Alves,1
Paulo Foletto,Marcos Aurélio Sampaio,1
Paulo Foletto,Jones Moura,1
Paulo Foletto,Carla Zambelli,1
Paulo Foletto,Sâmia Bomfim,3
Paulo Foletto,Célia Xakriabá,1
Paulo Foletto,Dra. Alessandra Haber,1
Paulo Foletto,Cristiane Lopes,1
Paulo Foletto,Lindbergh Farias,1
Paulo Foletto,Chiquinho Brazão,1
Paulo Foletto,Bruno Ganem,1
Paulo Foletto,Juliana Cardoso,1
Paulo Foletto,Daniel Almeida,1
Paulo Foletto,Newton Cardoso Jr,1
Paulo Foletto,Renata Abreu,1
Paulo Foletto,Daniel Agrobom,1
Paulo Foletto,Paulinho Freire,1
Paulo Foletto,Rosana Valle,1
Paulo Foletto,Afonso Hamm,1
Paulo Foletto,Tião Medeiros,1
Paulo Foletto,Bia Kicis,1
Paulo Foletto,Capitão Augusto,1
Paulo Foletto,Amanda Gentil,1
Paulo Foletto,Osmar Terra,1
Paulo Foletto,Sanderson,1
Paulo Foletto,Erika Hilton,1
Paulo Foletto,Professora Luciene Cavalcante,2
Paulo Foletto,Luiz Lima,1
Paulo Foletto,Fábio Teruel,1
Paulo Foletto,AJ Albuquerque,1
Paulo Foletto,Jorge Goetten,1
Paulo Foletto,Rogério Correia,1
Paulo Foletto,Robinson Faria,1
Paulo Foletto,Airton Faleiro,1
Paulo Foletto,Paulo Freire Costa,1
Paulo Foletto,Nikolas Ferreira,1
Paulo Foletto,Icaro de Valmir,1
Paulo Foletto,Leur Lomanto Júnior,1
Paulo Foletto,Weliton Prado,1
Paulo Foletto,Eros Biondini,1
Paulo Foletto,Eriberto Medeiros,1
Paulo Foletto,Mendonça Filho,1
Paulo Foletto,Roberto Monteiro,1
Paulo Foletto,Dr. Francisco,1
Paulo Foletto,Antonio Brito,1
Paulo Foletto,Danilo Forte,1
Paulo Foletto,Jandira Feghali,1
Paulo Foletto,Adilson Barroso,1
Paulo Foletto,Luiz Fernando Faria,1
Paulo Foletto,Evair Vieira de Melo,3
Paulo Foletto,Fernanda Pessoa,1
Paulo Foletto,Moses Rodrigues,1
Paulo Foletto,Antônia Lúcia,1
Paulo Foletto,Gervásio Maia,1
Paulo Foletto,Coronel Ulysses,3
Paulo Foletto,Thiago Flores,1
Paulo Foletto,Vicentinho,1
Paulo Foletto,Padre João,2
Paulo Foletto,Daniela Reinehr,1
Paulo Foletto,Andreia Siqueira,1
Paulo Foletto,Soraya Santos,1
Paulo Foletto,Marcelo Álvaro Antônio,1
Paulo Foletto,Delegada Ione,1
Paulo Foletto,Pezenti,1
Paulo Foletto,Enfermeira Ana Paula,1
Paulo Foletto,Luiz Couto,1
Paulo Foletto,Delegado Paulo Bilynskyj,1
Paulo Foletto,Iza Arruda,1
Paulo Foletto,Fernando Mineiro,1
Paulo Foletto,Delegado Palumbo,1
Paulo Foletto,Delegada Katarina,2
Paulo Foletto,Alfredo Gaspar,3
Paulo Foletto,Dr Benjamim,1
Paulo Foletto,Marcelo Queiroz,1
Paulo Foletto,Rodrigo Gambale,1
Paulo Foletto,Giacobo,1
Paulo Foletto,Fernando Rodolfo,1
Paulo Foletto,Pompeo de Mattos,1
Paulo Foletto,Guilherme Uchoa,1
Paulo Foletto,Fausto Santos Jr.,1
Paulo Foletto,Carlos Henrique Gaguim,1
Paulo Foletto,Capitão Alden,3
Paulo Foletto,Ricardo Maia,1
Paulo Foletto,Natália Bonavides,1
Paulo Foletto,Hercílio Coelho Diniz,3
Paulo Foletto,Damião Feliciano,1
Paulo Foletto,José Rocha,1
Paulo Foletto,Júnior Ferrari,1
Paulo Foletto,Waldemar Oliveira,2
Paulo Foletto,Coronel Meira,1
Paulo Foletto,Luiz Carlos Hauly,1
Paulo Foletto,Arthur Oliveira Maia,1
Paulo Foletto,Emidinho Madeira,1
Paulo Foletto,Wellington Roberto,1
Paulo Foletto,Mário Heringer,1
Paulo Foletto,Claudio Cajado,1
Paulo Foletto,Pedro Paulo,1
Paulo Foletto,Eunício Oliveira,1
Paulo Foletto,Renildo Calheiros,1
Paulo Foletto,Luiz Nishimori,1
Paulo Foletto,Magda Mofatto,3
Paulo Foletto,Renilce Nicodemos,2
Paulo Foletto,Josenildo,1
Paulo Foletto,Arnaldo Jardim,1
Paulo Foletto,Carlos Veras,2
Paulo Foletto,Meire Serafim,1
Paulo Foletto,Reimont,1
Paulo Foletto,Laura Carneiro,2
Paulo Foletto,Rodrigo de Castro,1
Paulo Foletto,Kiko Celeguim,1
Paulo Foletto,Paulo Magalhães,1
Paulo Foletto,Daniel Barbosa,1
Paulo Foletto,Benes Leocádio,1
Paulo Foletto,Rui Falcão,2
Paulo Foletto,Caio Vianna,1
Paulo Foletto,Simone Marquetto,1
Paulo Foletto,Alice Portugal,1
Paulo Foletto,Maria Arraes,1
Paulo Foletto,Ana Paula Leão,3
Paulo Foletto,Joaquim Passarinho,1
Paulo Foletto,Lídice da Mata,2
Paulo Foletto,Idilvan Alencar,1
Paulo Foletto,Elmar Nascimento,1
Paulo Foletto,Cezinha de Madureira,1
Paulo Foletto,Dimas Gadelha,1
Paulo Foletto,Ivoneide Caetano,1
Paulo Foletto,Bacelar,1
Paulo Foletto,Raimundo Santos,1
Paulo Foletto,Cabo Gilberto Silva,1
Paulo Foletto,Coronel Telhada,1
Paulo Foletto,Marcon,1
Paulo Foletto,Amália Barros,1
Paulo Foletto,Rosângela Reis,1
Paulo Foletto,Ruy Carneiro,1
Paulo Foletto,Léo Prates,1
Paulo Foletto,Gilson Daniel,1
Paulo Foletto,Ismael Alexandrino,1
Paulo Foletto,Pastor Henrique Vieira,1
Paulo Foletto,Dimas Fabiano,1
Paulo Foletto,Pastor Sargento Isidório,1
Paulo Foletto,Guilherme Boulos,1
Paulo Foletto,Jilmar Tatto,1
Paulo Foletto,Thiago de Joaldo,1
Paulo Foletto,Max Lemos,1
Paulo Foletto,Luiz Gastão,1
Paulo Foletto,Welter,1
Paulo Foletto,Arlindo Chinaglia,1
Paulo Foletto,Afonso Motta,1
Paulo Foletto,Talíria Petrone,1
Paulo Foletto,Dilvanda Faro,1
Paulo Foletto,Tiririca,1
Paulo Foletto,André Ferreira,1
Paulo Foletto,Celso Sabino,1
Paulo Foletto,Jonas Donizette,1
Paulo Foletto,Luisa Canziani,1
Paulo Foletto,Zé Trovão,1
Paulo Foletto,Delegada Adriana Accorsi,1
Paulo Foletto,Glauber Braga,1
Paulo Foletto,André Fufuca,1
Paulo Foletto,Erika Kokay,1
Paulo Foletto,Pr. Marco Feliciano,1
Paulo Foletto,Bibo Nunes,1
Paulo Foletto,Antonio Carlos Rodrigues,1
Paulo Foletto,Tadeu Veneri,1
Paulo Foletto,Vander Loubet,1
Paulo Foletto,José Guimarães,2
Paulo Foletto,Rubens Pereira Júnior,1
Paulo Foletto,Dandara,1
Paulo Foletto,Florentino Neto,1
Paulo Foletto,Alfredinho,1
Paulo Foletto,Pastor Eurico,1
Paulo Foletto,Tarcísio Motta,2
Paulo Foletto,Samuel Viana,1
Paulo Foletto,Chico Alencar,1
Paulo Foletto,Zé Haroldo Cathedral,2
Paulo Foletto,Giovani Cherini,1
Paulo Foletto,Ana Pimentel,1
Paulo Foletto,Jorge Solla,1
Paulo Foletto,Odair Cunha,1
Paulo Foletto,Fernando Monteiro,1
Paulo Foletto,Delegado Éder Mauro,3
Paulo Foletto,Eduardo Bolsonaro,1
Paulo Foletto,Coronel Chrisóstomo,3
Paulo Foletto,Gabriel Nunes,1
Paulo Foletto,André Figueiredo,1
Paulo Foletto,Miguel Lombardi,1
Paulo Foletto,Lucas Ramos,1
Paulo Foletto,Luciano Azevedo,1
Paulo Foletto,Capitão Alberto Neto,1
Paulo Foletto,Rodolfo Nogueira,1
Paulo Foletto,Carol Dartora,1
Paulo Foletto,Mauricio do Vôlei,1
Paulo Foletto,Vermelho,1
Paulo Foletto,General Girão,1
Paulo Foletto,Caroline de Toni,2
Paulo Foletto,Lucas Redecker,2
Paulo Foletto,Kim Kataguiri,2
Paulo Foletto,Messias Donato,2
Paulo Foletto,Tenente Coronel Zucco,2
Paulo Foletto,Ricardo Salles,2
Paulo Foletto,Paulão,1
Paulo Foletto,Pedro Campos,1
Luiz Carlos Hauly,Sonize Barbosa,1
Luiz Carlos Hauly,Mauricio Neves,1
Luiz Carlos Hauly,Helder Salomão,2
Luiz Carlos Hauly,Bohn Gass,1
Luiz Carlos Hauly,Delegado Caveira,1
Luiz Carlos Hauly,Reginete Bispo,1
Luiz Carlos Hauly,Ana Paula Lima,1
Luiz Carlos Hauly,Jack Rocha,1
Luiz Carlos Hauly,Júnior Mano,1
Luiz Carlos Hauly,Márcio Honaiser,1
Luiz Carlos Hauly,Célio Studart,1
Luiz Carlos Hauly,Lêda Borges,1
Luiz Carlos Hauly,Dr. Frederico,1
Luiz Carlos Hauly,Alceu Moreira,1
Luiz Carlos Hauly,Marcelo Lima,1
Luiz Carlos Hauly,Júlio Cesar,1
Luiz Carlos Hauly,Flávio Nogueira,2
Luiz Carlos Hauly,Luiz Carlos Motta,1
Luiz Carlos Hauly,Pedro Uczai,1
Luiz Carlos Hauly,Paulo Abi-Ackel,1
Luiz Carlos Hauly,Felipe Carreras,1
Luiz Carlos Hauly,Gilvan da Federal,1
Luiz Carlos Hauly,Toninho Wandscheer,1
Luiz Carlos Hauly,Márcio Jerry,1
Luiz Carlos Hauly,Félix Mendonça Júnior,1
Luiz Carlos Hauly,Bebeto,1
Luiz Carlos Hauly,Yury do Paredão,1
Luiz Carlos Hauly,Alencar Santana,3
Luiz Carlos Hauly,Valmir Assunção,2
Luiz Carlos Hauly,Zeca Dirceu,1
Luiz Carlos Hauly,Marcelo Moraes,1
Luiz Carlos Hauly,Adolfo Viana,1
Luiz Carlos Hauly,Aureo Ribeiro,1
Luiz Carlos Hauly,Gutemberg Reis,1
Luiz Carlos Hauly,Marcos Pollon,1
Luiz Carlos Hauly,Heitor Schuch,1
Luiz Carlos Hauly,José Medeiros,1
Luiz Carlos Hauly,Luiza Erundina,1
Luiz Carlos Hauly,Ricardo Abrão,1
Luiz Carlos Hauly,Antônio Doido,1
Luiz Carlos Hauly,Clarissa Tércio,1
Luiz Carlos Hauly,Zé Neto,1
Luiz Carlos Hauly,Marcos Tavares,2
Luiz Carlos Hauly,Bruno Farias,1
Luiz Carlos Hauly,Luiz Antônio Corrêa,1
Luiz Carlos Hauly,Lázaro Botelho,1
Luiz Carlos Hauly,Da Vitoria,1
Luiz Carlos Hauly,Marco Brasil,1
Luiz Carlos Hauly,Cobalchini,2
Luiz Carlos Hauly,Luizianne Lins,1
Luiz Carlos Hauly,Castro Neto,1
Luiz Carlos Hauly,Sargento Gonçalves,1
Luiz Carlos Hauly,Carlos Chiodini,1
Luiz Carlos Hauly,Emanuel Pinheiro Neto,1
Luiz Carlos Hauly,Leônidas Cristino,1
Luiz Carlos Hauly,Rodrigo Estacho,1
Luiz Carlos Hauly,Carlos Zarattini,1
Luiz Carlos Hauly,Mario Frias,1
Luiz Carlos Hauly,Greyce Elias,1
Luiz Carlos Hauly,Paulo Guedes,1
Luiz Carlos Hauly,Prof. Reginaldo Veras,1
Luiz Carlos Hauly,Orlando Silva,1
Luiz Carlos Hauly,Reginaldo Lopes,1
Luiz Carlos Hauly,Sergio Souza,1
Luiz Carlos Hauly,Delegado Fabio Costa,3
Luiz Carlos Hauly,Pastor Diniz,1
Luiz Carlos Hauly,Henderson Pinto,1
Luiz Carlos Hauly,Lebrão,1
Luiz Carlos Hauly,Paulo Azi,1
Luiz Carlos Hauly,Clodoaldo Magalhães,1
Luiz Carlos Hauly,Rafael Prudente,1
Luiz Carlos Hauly,Ivan Valente,1
Luiz Carlos Hauly,Domingos Neto,1
Luiz Carlos Hauly,Igor Timo,1
Luiz Carlos Hauly,Delegado Ramagem,1
Luiz Carlos Hauly,Helena Lima,1
Luiz Carlos Hauly,Neto Carletto,1
Luiz Carlos Hauly,Adriano do Baldy,1
Luiz Carlos Hauly,Márcio Marinho,1
Luiz Carlos Hauly,Vinicius Gurgel,1
Luiz Carlos Hauly,Luciano Vieira,1
Luiz Carlos Hauly,Keniston Braga,1
Luiz Carlos Hauly,Silvia Cristina,1
Luiz Carlos Hauly,Luciano Alves,1
Luiz Carlos Hauly,Marcos Aurélio Sampaio,1
Luiz Carlos Hauly,Jones Moura,1
Luiz Carlos Hauly,Carla Zambelli,1
Luiz Carlos Hauly,Sâmia Bomfim,3
Luiz Carlos Hauly,Célia Xakriabá,1
Luiz Carlos Hauly,Dra. Alessandra Haber,1
Luiz Carlos Hauly,Cristiane Lopes,1
Luiz Carlos Hauly,Lindbergh Farias,1
Luiz Carlos Hauly,Chiquinho Brazão,1
Luiz Carlos Hauly,Bruno Ganem,1
Luiz Carlos Hauly,Juliana Cardoso,1
Luiz Carlos Hauly,Daniel Almeida,1
Luiz Carlos Hauly,Newton Cardoso Jr,1
Luiz Carlos Hauly,Renata Abreu,1
Luiz Carlos Hauly,Daniel Agrobom,1
Luiz Carlos Hauly,Paulinho Freire,1
Luiz Carlos Hauly,Rosana Valle,1
Luiz Carlos Hauly,Afonso Hamm,1
Luiz Carlos Hauly,Tião Medeiros,1
Luiz Carlos Hauly,Bia Kicis,1
Luiz Carlos Hauly,Capitão Augusto,1
Luiz Carlos Hauly,Amanda Gentil,1
Luiz Carlos Hauly,Osmar Terra,1
Luiz Carlos Hauly,Sanderson,1
Luiz Carlos Hauly,Erika Hilton,1
Luiz Carlos Hauly,Professora Luciene Cavalcante,2
Luiz Carlos Hauly,Luiz Lima,1
Luiz Carlos Hauly,Fábio Teruel,1
Luiz Carlos Hauly,AJ Albuquerque,1
Luiz Carlos Hauly,Jorge Goetten,1
Luiz Carlos Hauly,Rogério Correia,1
Luiz Carlos Hauly,Robinson Faria,1
Luiz Carlos Hauly,Airton Faleiro,1
Luiz Carlos Hauly,Paulo Freire Costa,1
Luiz Carlos Hauly,Nikolas Ferreira,1
Luiz Carlos Hauly,Icaro de Valmir,1
Luiz Carlos Hauly,Leur Lomanto Júnior,1
Luiz Carlos Hauly,Weliton Prado,1
Luiz Carlos Hauly,Eros Biondini,1
Luiz Carlos Hauly,Eriberto Medeiros,1
Luiz Carlos Hauly,Mendonça Filho,1
Luiz Carlos Hauly,Roberto Monteiro,1
Luiz Carlos Hauly,Dr. Francisco,1
Luiz Carlos Hauly,Antonio Brito,1
Luiz Carlos Hauly,Danilo Forte,1
Luiz Carlos Hauly,Jandira Feghali,1
Luiz Carlos Hauly,Adilson Barroso,1
Luiz Carlos Hauly,Luiz Fernando Faria,1
Luiz Carlos Hauly,Evair Vieira de Melo,3
Luiz Carlos Hauly,Fernanda Pessoa,1
Luiz Carlos Hauly,Moses Rodrigues,1
Luiz Carlos Hauly,Antônia Lúcia,1
Luiz Carlos Hauly,Gervásio Maia,1
Luiz Carlos Hauly,Coronel Ulysses,3
Luiz Carlos Hauly,Thiago Flores,1
Luiz Carlos Hauly,Vicentinho,1
Luiz Carlos Hauly,Padre João,2
Luiz Carlos Hauly,Daniela Reinehr,1
Luiz Carlos Hauly,Andreia Siqueira,1
Luiz Carlos Hauly,Soraya Santos,1
Luiz Carlos Hauly,Marcelo Álvaro Antônio,1
Luiz Carlos Hauly,Delegada Ione,1
Luiz Carlos Hauly,Pezenti,1
Luiz Carlos Hauly,Enfermeira Ana Paula,1
Luiz Carlos Hauly,Luiz Couto,1
Luiz Carlos Hauly,Delegado Paulo Bilynskyj,1
Luiz Carlos Hauly,Iza Arruda,1
Luiz Carlos Hauly,Fernando Mineiro,1
Luiz Carlos Hauly,Delegado Palumbo,1
Luiz Carlos Hauly,Delegada Katarina,2
Luiz Carlos Hauly,Alfredo Gaspar,3
Luiz Carlos Hauly,Dr Benjamim,1
Luiz Carlos Hauly,Marcelo Queiroz,1
Luiz Carlos Hauly,Rodrigo Gambale,1
Luiz Carlos Hauly,Giacobo,1
Luiz Carlos Hauly,Fernando Rodolfo,1
Luiz Carlos Hauly,Pompeo de Mattos,1
Luiz Carlos Hauly,Guilherme Uchoa,1
Luiz Carlos Hauly,Fausto Santos Jr.,1
Luiz Carlos Hauly,Carlos Henrique Gaguim,1
Luiz Carlos Hauly,Capitão Alden,3
Luiz Carlos Hauly,Ricardo Maia,1
Luiz Carlos Hauly,Natália Bonavides,1
Luiz Carlos Hauly,Hercílio Coelho Diniz,3
Luiz Carlos Hauly,Damião Feliciano,1
Luiz Carlos Hauly,José Rocha,1
Luiz Carlos Hauly,Júnior Ferrari,1
Luiz Carlos Hauly,Waldemar Oliveira,2
Luiz Carlos Hauly,Coronel Meira,1
Luiz Carlos Hauly,Paulo Foletto,1
Luiz Carlos Hauly,Arthur Oliveira Maia,1
Luiz Carlos Hauly,Emidinho Madeira,1
Luiz Carlos Hauly,Wellington Roberto,1
Luiz Carlos Hauly,Mário Heringer,1
Luiz Carlos Hauly,Claudio Cajado,1
Luiz Carlos Hauly,Pedro Paulo,1
Luiz Carlos Hauly,Eunício Oliveira,1
Luiz Carlos Hauly,Renildo Calheiros,1
Luiz Carlos Hauly,Luiz Nishimori,1
Luiz Carlos Hauly,Magda Mofatto,3
Luiz Carlos Hauly,Renilce Nicodemos,2
Luiz Carlos Hauly,Josenildo,1
Luiz Carlos Hauly,Arnaldo Jardim,1
Luiz Carlos Hauly,Carlos Veras,2
Luiz Carlos Hauly,Meire Serafim,1
Luiz Carlos Hauly,Reimont,1
Luiz Carlos Hauly,Laura Carneiro,2
Luiz Carlos Hauly,Rodrigo de Castro,1
Luiz Carlos Hauly,Kiko Celeguim,1
Luiz Carlos Hauly,Paulo Magalhães,1
Luiz Carlos Hauly,Daniel Barbosa,1
Luiz Carlos Hauly,Benes Leocádio,1
Luiz Carlos Hauly,Rui Falcão,2
Luiz Carlos Hauly,Caio Vianna,1
Luiz Carlos Hauly,Simone Marquetto,1
Luiz Carlos Hauly,Alice Portugal,1
Luiz Carlos Hauly,Maria Arraes,1
Luiz Carlos Hauly,Ana Paula Leão,3
Luiz Carlos Hauly,Joaquim Passarinho,1
Luiz Carlos Hauly,Lídice da Mata,2
Luiz Carlos Hauly,Idilvan Alencar,1
Luiz Carlos Hauly,Elmar Nascimento,1
Luiz Carlos Hauly,Cezinha de Madureira,1
Luiz Carlos Hauly,Dimas Gadelha,1
Luiz Carlos Hauly,Ivoneide Caetano,1
Luiz Carlos Hauly,Bacelar,1
Luiz Carlos Hauly,Raimundo Santos,1
Luiz Carlos Hauly,Cabo Gilberto Silva,1
Luiz Carlos Hauly,Coronel Telhada,1
Luiz Carlos Hauly,Marcon,1
Luiz Carlos Hauly,Amália Barros,1
Luiz Carlos Hauly,Rosângela Reis,1
Luiz Carlos Hauly,Ruy Carneiro,1
Luiz Carlos Hauly,Léo Prates,1
Luiz Carlos Hauly,Gilson Daniel,1
Luiz Carlos Hauly,Ismael Alexandrino,1
Luiz Carlos Hauly,Pastor Henrique Vieira,1
Luiz Carlos Hauly,Dimas Fabiano,1
Luiz Carlos Hauly,Pastor Sargento Isidório,1
Luiz Carlos Hauly,Guilherme Boulos,1
Luiz Carlos Hauly,Jilmar Tatto,1
Luiz Carlos Hauly,Thiago de Joaldo,1
Luiz Carlos Hauly,Max Lemos,1
Luiz Carlos Hauly,Luiz Gastão,1
Luiz Carlos Hauly,Welter,1
Luiz Carlos Hauly,Arlindo Chinaglia,1
Luiz Carlos Hauly,Afonso Motta,1
Luiz Carlos Hauly,Talíria Petrone,1
Luiz Carlos Hauly,Dilvanda Faro,1
Luiz Carlos Hauly,Tiririca,1
Luiz Carlos Hauly,André Ferreira,1
Luiz Carlos Hauly,Celso Sabino,1
Luiz Carlos Hauly,Jonas Donizette,1
Luiz Carlos Hauly,Luisa Canziani,1
Luiz Carlos Hauly,Zé Trovão,1
Luiz Carlos Hauly,Delegada Adriana Accorsi,1
Luiz Carlos Hauly,Glauber Braga,1
Luiz Carlos Hauly,André Fufuca,1
Luiz Carlos Hauly,Erika Kokay,1
Luiz Carlos Hauly,Pr. Marco Feliciano,1
Luiz Carlos Hauly,Bibo Nunes,1
Luiz Carlos Hauly,Antonio Carlos Rodrigues,1
Luiz Carlos Hauly,Tadeu Veneri,1
Luiz Carlos Hauly,Vander Loubet,1
Luiz Carlos Hauly,José Guimarães,2
Luiz Carlos Hauly,Rubens Pereira Júnior,1
Luiz Carlos Hauly,Dandara,1
Luiz Carlos Hauly,Florentino Neto,1
Luiz Carlos Hauly,Alfredinho,1
Luiz Carlos Hauly,Pastor Eurico,1
Luiz Carlos Hauly,Tarcísio Motta,2
Luiz Carlos Hauly,Samuel Viana,1
Luiz Carlos Hauly,Chico Alencar,1
Luiz Carlos Hauly,Zé Haroldo Cathedral,2
Luiz Carlos Hauly,Giovani Cherini,1
Luiz Carlos Hauly,Ana Pimentel,1
Luiz Carlos Hauly,Jorge Solla,1
Luiz Carlos Hauly,Odair Cunha,1
Luiz Carlos Hauly,Fernando Monteiro,1
Luiz Carlos Hauly,Delegado Éder Mauro,3
Luiz Carlos Hauly,Eduardo Bolsonaro,1
Luiz Carlos Hauly,Coronel Chrisóstomo,3
Luiz Carlos Hauly,Gabriel Nunes,1
Luiz Carlos Hauly,André Figueiredo,1
Luiz Carlos Hauly,Miguel Lombardi,1
Luiz Carlos Hauly,Lucas Ramos,1
Luiz Carlos Hauly,Luciano Azevedo,1
Luiz Carlos Hauly,Capitão Alberto Neto,1
Luiz Carlos Hauly,Rodolfo Nogueira,1
Luiz Carlos Hauly,Carol Dartora,1
Luiz Carlos Hauly,Mauricio do Vôlei,1
Luiz Carlos Hauly,Vermelho,1
Luiz Carlos Hauly,General Girão,1
Luiz Carlos Hauly,Caroline de Toni,2
Luiz Carlos Hauly,Lucas Redecker,2
Luiz Carlos Hauly,Kim Kataguiri,2
Luiz Carlos Hauly,Messias Donato,2
Luiz Carlos Hauly,Tenente Coronel Zucco,2
Luiz Carlos Hauly,Ricardo Salles,2
Luiz Carlos Hauly,Paulão,1
Luiz Carlos Hauly,Pedro Campos,1
Arthur Oliveira Maia,Sonize Barbosa,1
Arthur Oliveira Maia,Mauricio Neves,1
Arthur Oliveira Maia,Helder Salomão,2
Arthur Oliveira Maia,Bohn Gass,1
Arthur Oliveira Maia,Delegado Caveira,1
Arthur Oliveira Maia,Reginete Bispo,1
Arthur Oliveira Maia,Ana Paula Lima,1
Arthur Oliveira Maia,Jack Rocha,1
Arthur Oliveira Maia,Júnior Mano,1
Arthur Oliveira Maia,Márcio Honaiser,1
Arthur Oliveira Maia,Célio Studart,1
Arthur Oliveira Maia,Lêda Borges,1
Arthur Oliveira Maia,Dr. Frederico,1
Arthur Oliveira Maia,Alceu Moreira,1
Arthur Oliveira Maia,Marcelo Lima,1
Arthur Oliveira Maia,Júlio Cesar,1
Arthur Oliveira Maia,Flávio Nogueira,2
Arthur Oliveira Maia,Luiz Carlos Motta,1
Arthur Oliveira Maia,Pedro Uczai,1
Arthur Oliveira Maia,Paulo Abi-Ackel,1
Arthur Oliveira Maia,Felipe Carreras,1
Arthur Oliveira Maia,Gilvan da Federal,1
Arthur Oliveira Maia,Toninho Wandscheer,1
Arthur Oliveira Maia,Márcio Jerry,1
Arthur Oliveira Maia,Félix Mendonça Júnior,1
Arthur Oliveira Maia,Bebeto,1
Arthur Oliveira Maia,Yury do Paredão,1
Arthur Oliveira Maia,Alencar Santana,3
Arthur Oliveira Maia,Valmir Assunção,2
Arthur Oliveira Maia,Zeca Dirceu,1
Arthur Oliveira Maia,Marcelo Moraes,1
Arthur Oliveira Maia,Adolfo Viana,1
Arthur Oliveira Maia,Aureo Ribeiro,1
Arthur Oliveira Maia,Gutemberg Reis,1
Arthur Oliveira Maia,Marcos Pollon,1
Arthur Oliveira Maia,Heitor Schuch,1
Arthur Oliveira Maia,José Medeiros,1
Arthur Oliveira Maia,Luiza Erundina,1
Arthur Oliveira Maia,Ricardo Abrão,1
Arthur Oliveira Maia,Antônio Doido,1
Arthur Oliveira Maia,Clarissa Tércio,1
Arthur Oliveira Maia,Zé Neto,1
Arthur Oliveira Maia,Marcos Tavares,2
Arthur Oliveira Maia,Bruno Farias,1
Arthur Oliveira Maia,Luiz Antônio Corrêa,1
Arthur Oliveira Maia,Lázaro Botelho,1
Arthur Oliveira Maia,Da Vitoria,1
Arthur Oliveira Maia,Marco Brasil,1
Arthur Oliveira Maia,Cobalchini,2
Arthur Oliveira Maia,Luizianne Lins,1
Arthur Oliveira Maia,Castro Neto,1
Arthur Oliveira Maia,Sargento Gonçalves,1
Arthur Oliveira Maia,Carlos Chiodini,1
Arthur Oliveira Maia,Emanuel Pinheiro Neto,1
Arthur Oliveira Maia,Leônidas Cristino,1
Arthur Oliveira Maia,Rodrigo Estacho,1
Arthur Oliveira Maia,Carlos Zarattini,1
Arthur Oliveira Maia,Mario Frias,1
Arthur Oliveira Maia,Greyce Elias,1
Arthur Oliveira Maia,Paulo Guedes,1
Arthur Oliveira Maia,Prof. Reginaldo Veras,1
Arthur Oliveira Maia,Orlando Silva,1
Arthur Oliveira Maia,Reginaldo Lopes,1
Arthur Oliveira Maia,Sergio Souza,1
Arthur Oliveira Maia,Delegado Fabio Costa,3
Arthur Oliveira Maia,Pastor Diniz,1
Arthur Oliveira Maia,Henderson Pinto,1
Arthur Oliveira Maia,Lebrão,1
Arthur Oliveira Maia,Paulo Azi,1
Arthur Oliveira Maia,Clodoaldo Magalhães,1
Arthur Oliveira Maia,Rafael Prudente,1
Arthur Oliveira Maia,Ivan Valente,1
Arthur Oliveira Maia,Domingos Neto,1
Arthur Oliveira Maia,Igor Timo,1
Arthur Oliveira Maia,Delegado Ramagem,1
Arthur Oliveira Maia,Helena Lima,1
Arthur Oliveira Maia,Neto Carletto,1
Arthur Oliveira Maia,Adriano do Baldy,1
Arthur Oliveira Maia,Márcio Marinho,1
Arthur Oliveira Maia,Vinicius Gurgel,1
Arthur Oliveira Maia,Luciano Vieira,1
Arthur Oliveira Maia,Keniston Braga,1
